flightnumber,DepartureIATA,ArrivalIATA,AirlineIATA,flightdate
AF696001,JNB,CGN,AF,2023-10-10
WS247153,MRS,NCL,WS,2023-10-10
JT320194,KEF,PUJ,JT,2023-10-10
UK977743,SYD,SCL,UK,2023-10-10
PR124489,MAN,BOM,PR,2023-10-11
TS610047,HAN,BOM,TS,2023-10-11
LO013839,DXB,STR,LO,2023-10-11
TK858965,AKL,ATH,TK,2023-10-11
HU829210,HAN,MUC,HU,2023-10-11
F9340144,AMS,GIG,F9,2023-10-11
RJ818777,HEL,AMS,RJ,2023-10-11
AF811925,PEK,BRU,AF,2023-10-11
AY142473,HAN,LYS,AY,2023-10-11
AA137856,CHC,SIN,AA,2023-10-11
AV204906,CHC,SCL,AV,2023-10-11
RJ486656,IST,FRA,RJ,2023-10-11
OB021519,GIG,MNL,OB,2023-10-11
QH375484,MAN,DFW,QH,2023-10-11
QH549121,BRS,PEK,QH,2023-10-11
QF926355,BRS,BRU,QF,2023-10-11
SV338582,DXB,DEN,SV,2023-10-11
G3020126,VIE,PRG,G3,2023-10-11
CX739488,CPH,MUC,CX,2023-10-11
PX484417,DFW,MEL,PX,2023-10-11
KQ620438,SYD,LYS,KQ,2023-10-12
WS711503,PTY,ARN,WS,2023-10-12
ME538130,ATL,CGN,ME,2023-10-12
WS808704,BCN,AMS,WS,2023-10-12
WN881570,BCN,LPL,WN,2023-10-12
SA549231,GRU,NBO,SA,2023-10-12
G3676032,MAD,DEL,G3,2023-10-12
BT830955,DXB,HAJ,BT,2023-10-12
GF275074,MEL,MEX,GF,2023-10-12
MS403073,WLG,LEJ,MS,2023-10-12
OZ245012,KEF,LIM,OZ,2023-10-12
VS922425,KIN,NBO,VS,2023-10-12
F9264554,VIE,LPL,F9,2023-10-12
WN325830,GIG,ORD,WN,2023-10-12
EI581969,GUA,NCL,EI,2023-10-12
WB918904,LAX,NBO,WB,2023-10-12
FR612366,WAW,AMS,FR,2023-10-12
JL804210,PEK,MRS,JL,2023-10-13
JU440982,PEK,GUA,JU,2023-10-13
NZ130901,SGN,BFS,NZ,2023-10-13
LH583457,GVA,PRG,LH,2023-10-13
KE689937,HAM,AMS,KE,2023-10-13
MH718112,HAN,BER,MH,2023-10-13
ME362788,BKK,CAI,ME,2023-10-13
PC943782,MAD,ARN,PC,2023-10-13
FJ796039,HND,LHR,FJ,2023-10-13
OZ288167,GLA,CPT,OZ,2023-10-13
RO197585,DUS,IST,RO,2023-10-13
TU511465,PRG,DOH,TU,2023-10-13
H2764156,DEL,MBJ,H2,2023-10-13
TG796573,AKL,MEX,TG,2023-10-13
MH301667,CGN,SAL,MH,2023-10-13
LH706943,YYZ,TLS,LH,2023-10-13
NZ594917,NAS,MRS,NZ,2023-10-13
JL158766,DOH,SJO,JL,2023-10-13
TU532964,ATH,BRU,TU,2023-10-13
KC199282,LIS,BSL,KC,2023-10-13
AT362202,HAM,WAW,AT,2023-10-13
JL706879,MBJ,LIM,JL,2023-10-13
DT628566,DUS,LBA,DT,2023-10-13
QR830690,MAD,LYS,QR,2023-10-13
DL560964,MEL,DEN,DL,2023-10-13
Y4190204,ZRH,KEF,Y4,2023-10-13
EY918961,JNB,NTE,EY,2023-10-14
AM174815,FCO,CPT,AM,2023-10-14
KQ759889,DUB,DEN,KQ,2023-10-14
OS780915,MUC,WAW,OS,2023-10-14
SV242167,ATL,SAL,SV,2023-10-14
TP319639,BER,EDI,TP,2023-10-14
PX936825,MNL,PEK,PX,2023-10-14
WY512549,BOM,SJO,WY,2023-10-14
AD175362,IST,CWL,AD,2023-10-14
A3814131,PTY,HAM,A3,2023-10-14
U2032724,PEK,CWL,U2,2023-10-14
G3120742,BSB,WAW,G3,2023-10-14
VS373886,GIG,SCL,VS,2023-10-14
SG772369,CGK,SCL,SG,2023-10-15
PR712937,BRU,DXB,PR,2023-10-15
WY158194,NCL,EDI,WY,2023-10-15
J2265531,MAD,YYZ,J2,2023-10-15
VY598630,CPT,CGK,VY,2023-10-15
HX899732,GUA,HAV,HX,2023-10-15
RJ765247,EZE,CGN,RJ,2023-10-15
PR429257,PEK,HAJ,PR,2023-10-15
VN326113,CGK,BER,VN,2023-10-15
CX451417,BSL,GVA,CX,2023-10-15
CA610845,NBO,BCN,CA,2023-10-15
LX812136,LYS,WLG,LX,2023-10-15
A3962163,ZRH,NUE,A3,2023-10-15
HY648288,DEL,LYS,HY,2023-10-15
WS919177,CWL,SCL,WS,2023-10-15
VY326065,AKL,DXB,VY,2023-10-15
AH694019,FCO,ATH,AH,2023-10-15
OS322271,AKL,SGN,OS,2023-10-15
VS642911,AMS,DUB,VS,2023-10-15
B6934604,GLA,NUE,B6,2023-10-15
HY197503,EDI,ATH,HY,2023-10-15
KU997338,TLS,PUJ,KU,2023-10-15
MU793302,EDI,MAN,MU,2023-10-15
MS785506,HAV,LIS,MS,2023-10-15
HU075623,CPT,BER,HU,2023-10-15
WY165302,CGN,SIN,WY,2023-10-15
RJ475516,PUJ,BSB,RJ,2023-10-15
GA481892,BOG,MEL,GA,2023-10-15
AA282550,MRS,KIN,AA,2023-10-15
U2294710,MNL,TLS,U2,2023-10-15
BT313058,DXB,BSB,BT,2023-10-16
MU901432,HND,GRU,MU,2023-10-16
J2936052,CGN,LPL,J2,2023-10-16
AR139435,CPH,MAN,AR,2023-10-16
GF304873,CDG,PUJ,GF,2023-10-16
QF378249,GLA,LIM,QF,2023-10-16
VY495589,HAN,POS,VY,2023-10-16
KQ480714,DEN,MUC,KQ,2023-10-16
LX076334,ATH,SYD,LX,2023-10-16
AT705159,MAN,GIG,AT,2023-10-16
WY803236,PEK,CPH,WY,2023-10-16
GF646079,HAV,LHR,GF,2023-10-16
WN595764,ARN,DUB,WN,2023-10-16
AT447861,PRG,BSB,AT,2023-10-16
FJ891279,MAN,CGN,FJ,2023-10-16
J2059695,HAM,ORD,J2,2023-10-16
PX585401,KEF,BOM,PX,2023-10-16
EI440912,DOH,NUE,EI,2023-10-16
LO126774,BER,HKG,LO,2023-10-16
PR488630,CHC,CPT,PR,2023-10-16
MS848372,NCL,HAV,MS,2023-10-16
AT723232,CGN,BCN,AT,2023-10-17
EI470631,CPT,CDG,EI,2023-10-17
AC279446,NAS,DOH,AC,2023-10-17
Y4171690,KIN,NUE,Y4,2023-10-17
SK804259,MRS,POS,SK,2023-10-17
JA308380,CHC,ATL,JA,2023-10-17
IB494703,JNB,PRG,IB,2023-10-17
HY567848,CPT,HKG,HY,2023-10-17
FI337892,HKG,SGN,FI,2023-10-17
G3663906,NAS,GVA,G3,2023-10-17
KL253995,CHC,EDI,KL,2023-10-17
W6525988,BSL,CGN,W6,2023-10-17
QH696539,ORD,BCN,QH,2023-10-17
A3108817,HAN,DXB,A3,2023-10-17
NZ463080,BOG,CAI,NZ,2023-10-17
ME107765,BCN,CAI,ME,2023-10-17
SA613409,MRS,DUS,SA,2023-10-17
BA342371,MUC,EDI,BA,2023-10-17
F9905886,LYS,FRA,F9,2023-10-17
TP039782,SAL,BSB,TP,2023-10-17
AC851810,DEL,WAW,AC,2023-10-17
F9185013,DEL,BKK,F9,2023-10-17
QH888778,ATH,DUB,QH,2023-10-18
EY823622,ZRH,TLS,EY,2023-10-18
UA040463,LEJ,HAV,UA,2023-10-18
NK388994,HKG,EDI,NK,2023-10-18
EK517990,MNL,MUC,EK,2023-10-18
VY755286,GIG,CAI,VY,2023-10-18
QR279904,POS,NCL,QR,2023-10-18
VS786254,EDI,IST,VS,2023-10-18
RO027789,ATL,LYS,RO,2023-10-18
DL330232,CWL,BOM,DL,2023-10-18
WY597884,EDI,PTY,WY,2023-10-18
JL980748,YYZ,BFS,JL,2023-10-18
WS464535,HEL,HAV,WS,2023-10-18
LH329312,CGK,CDG,LH,2023-10-18
KM262159,BUD,CPT,KM,2023-10-19
KE777884,MNL,BRU,KE,2023-10-19
LA478133,MXP,GIG,LA,2023-10-19
KQ927946,HAJ,ORD,KQ,2023-10-19
PX675719,BOD,ATL,PX,2023-10-19
PC362116,STR,CDG,PC,2023-10-19
AY899092,YYZ,GIG,AY,2023-10-19
ME977208,PTY,BSB,ME,2023-10-19
HX597097,ICN,MXP,HX,2023-10-19
NZ108336,BHX,MEX,NZ,2023-10-19
PX573593,NAS,CGN,PX,2023-10-19
U2242180,HAM,CAI,U2,2023-10-19
TK782256,MXP,BHX,TK,2023-10-19
CZ131475,MRS,NTE,CZ,2023-10-19
W6120896,AMS,LPL,W6,2023-10-19
OB159964,HAJ,LAX,OB,2023-10-19
DT528240,HAN,DEN,DT,2023-10-19
SA337047,CHC,HEL,SA,2023-10-19
OZ157612,MUC,GVA,OZ,2023-10-19
6E619840,IST,STR,6E,2023-10-20
NH703022,HAV,LHR,NH,2023-10-20
HY293554,BFS,DUB,HY,2023-10-20
AI755970,SYD,NCL,AI,2023-10-20
FI722954,NCE,IST,FI,2023-10-20
Y4383674,HAJ,MUC,Y4,2023-10-20
AH560251,GUA,TLS,AH,2023-10-20
EW625329,FRA,DEN,EW,2023-10-20
AA284730,HND,MAD,AA,2023-10-20
W6574335,NUE,KIN,W6,2023-10-20
AS217043,BRU,PRG,AS,2023-10-20
6E739410,HEL,MXP,6E,2023-10-20
LA959799,EZE,PRG,LA,2023-10-20
GA724555,NBO,ORD,GA,2023-10-20
TR664387,NTE,AKL,TR,2023-10-20
QF001340,BKK,SJO,QF,2023-10-20
TP406549,SJO,NUE,TP,2023-10-20
SQ701904,FCO,BKK,SQ,2023-10-20
MK988764,CWL,DEN,MK,2023-10-20
QH638386,AMS,LIM,QH,2023-10-20
EW999094,ORD,DXB,EW,2023-10-20
SA047115,CDG,CWL,SA,2023-10-20
SA080934,AKL,WLG,SA,2023-10-20
AD390804,ATH,HAJ,AD,2023-10-21
PX945690,SAL,BOM,PX,2023-10-21
EI183323,GVA,BRS,EI,2023-10-21
AY984668,DUS,HAV,AY,2023-10-21
QH276275,WLG,BOG,QH,2023-10-21
AV883630,ZRH,KEF,AV,2023-10-21
SV103864,NBO,NCE,SV,2023-10-21
PC359027,MAD,BSB,PC,2023-10-21
NK313859,PUJ,MEL,NK,2023-10-21
AY664761,ATL,LIS,AY,2023-10-21
NK525743,MRS,MUC,NK,2023-10-21
BA191657,NUE,DUS,BA,2023-10-21
OZ802589,GLA,SIN,OZ,2023-10-21
JT233245,CGN,CHC,JT,2023-10-21
VS960212,GVA,LBA,VS,2023-10-21
BT524503,SIN,MNL,BT,2023-10-21
JT683649,HEL,MAD,JT,2023-10-21
OZ559173,LEJ,MRS,OZ,2023-10-21
VY276799,EZE,MXP,VY,2023-10-21
MH258708,LIS,AMS,MH,2023-10-21
ME683790,BER,DEN,ME,2023-10-21
TU626650,VIE,BRU,TU,2023-10-21
NH485476,CWL,HAV,NH,2023-10-21
WS510236,DUB,GUA,WS,2023-10-21
WB768400,LEJ,LBA,WB,2023-10-21
OS552575,BCN,POS,OS,2023-10-21
TU255597,ZRH,SDQ,TU,2023-10-21
WN563182,CHC,NUE,WN,2023-10-21
MS508620,GRU,HAV,MS,2023-10-21
AV280000,MAN,LIM,AV,2023-10-21
OB302722,CHC,NTE,OB,2023-10-22
SV981160,PUJ,LEJ,SV,2023-10-22
6E161507,PRG,BER,6E,2023-10-22
MK599427,LPL,CWL,MK,2023-10-22
H2447714,CGN,PRG,H2,2023-10-22
BA131310,JNB,CDG,BA,2023-10-22
W6634956,GLA,HEL,W6,2023-10-22
VA218220,SGN,DOH,VA,2023-10-22
SG762559,HAN,NAS,SG,2023-10-22
QR875129,PTY,HAV,QR,2023-10-22
RJ340548,BFS,LIS,RJ,2023-10-22
A3824775,CAI,EDI,A3,2023-10-22
UA275371,HAM,IST,UA,2023-10-22
WB307229,DFW,CGK,WB,2023-10-22
HY659809,ATH,BKK,HY,2023-10-22
6E427100,LPL,GRU,6E,2023-10-22
SV370803,LYS,NAS,SV,2023-10-22
GA379352,MEL,LAX,GA,2023-10-22
W6057904,BHX,HKG,W6,2023-10-22
NH689033,CGK,HND,NH,2023-10-22
TS159186,CPT,VIE,TS,2023-10-22
SK622202,IST,OSL,SK,2023-10-22
GA589464,HAN,WLG,GA,2023-10-23
TK462592,BCN,LPL,TK,2023-10-23
FZ048427,NCE,CPT,FZ,2023-10-23
TS210228,GUA,LBA,TS,2023-10-23
MS510798,DUS,MAN,MS,2023-10-23
VY460305,MNL,YYZ,VY,2023-10-23
A3871682,MEX,DFW,A3,2023-10-23
Y4807812,BER,OSL,Y4,2023-10-23
Y4626489,MAD,MEX,Y4,2023-10-23
OZ426701,NTE,LPL,OZ,2023-10-23
KU698637,POS,OSL,KU,2023-10-23
LH464771,DXB,DEL,LH,2023-10-23
BA764503,BSB,CPH,BA,2023-10-23
HU533383,KIN,PRG,HU,2023-10-23
LH842425,GUA,ATL,LH,2023-10-23
VY699491,GUA,OSL,VY,2023-10-23
SG644577,LYS,MNL,SG,2023-10-23
CX936327,HEL,TLS,CX,2023-10-23
QH113257,BRU,CPT,QH,2023-10-23
JL109283,LHR,ORD,JL,2023-10-23
FZ293233,NCL,MUC,FZ,2023-10-23
OZ849512,ARN,LPL,OZ,2023-10-23
FZ312484,GVA,DFW,FZ,2023-10-23
RJ981726,LHR,HAM,RJ,2023-10-23
EI095598,ICN,OSL,EI,2023-10-24
PR357772,LPL,KEF,PR,2023-10-24
OZ918713,LAX,BOM,OZ,2023-10-24
KQ128174,STR,GVA,KQ,2023-10-24
AF200705,HAJ,NCL,AF,2023-10-24
KU319900,GRU,BCN,KU,2023-10-24
QR743600,CWL,NUE,QR,2023-10-24
AD582563,SAL,NTE,AD,2023-10-24
AY944399,SGN,BCN,AY,2023-10-24
BT026267,DEL,FCO,BT,2023-10-24
IB436117,DXB,LBA,IB,2023-10-24
CA797574,NTE,HAM,CA,2023-10-24
MH529721,PTY,BRS,MH,2023-10-24
GA423624,CGK,FRA,GA,2023-10-24
ME409197,VIE,CGN,ME,2023-10-24
JT460329,LEJ,CHC,JT,2023-10-24
WB095311,SYD,CGK,WB,2023-10-24
NH727087,EZE,DFW,NH,2023-10-25
NZ078828,CGN,SDQ,NZ,2023-10-25
HX693334,MEL,CGN,HX,2023-10-25
6E608327,SYD,GRU,6E,2023-10-25
ME500601,LHR,AKL,ME,2023-10-25
ME091404,CWL,GUA,ME,2023-10-25
PR393565,WLG,MEX,PR,2023-10-25
JL071968,BCN,HKG,JL,2023-10-25
BT392338,MXP,IST,BT,2023-10-25
AV841418,AKL,KEF,AV,2023-10-25
HY107758,WLG,BSL,HY,2023-10-25
FI151947,LYS,FRA,FI,2023-10-25
FJ406881,AKL,HKG,FJ,2023-10-25
JL661590,LIS,BFS,JL,2023-10-25
TS143226,DUS,HAJ,TS,2023-10-25
AV720363,SAL,LHR,AV,2023-10-25
B6760300,CHC,CGK,B6,2023-10-25
KL411918,CPT,LIS,KL,2023-10-25
AD388479,ARN,CAI,AD,2023-10-25
FI844334,CHC,HKG,FI,2023-10-25
EK325309,MEX,BOG,EK,2023-10-25
SG973036,CAI,EZE,SG,2023-10-25
QH035433,ATL,ICN,QH,2023-10-25
LH523468,MBJ,STR,LH,2023-10-26
AS034303,EZE,CHC,AS,2023-10-26
AI932987,BUD,ATL,AI,2023-10-26
VS945083,NTE,PRG,VS,2023-10-26
AM146889,GVA,DEL,AM,2023-10-26
J2759249,HAN,PEK,J2,2023-10-26
UK023906,AMS,MEX,UK,2023-10-26
MH068014,ZRH,NTE,MH,2023-10-26
F9075288,CAI,NBO,F9,2023-10-26
PR331012,BOG,MEX,PR,2023-10-26
G3954038,BOM,ZRH,G3,2023-10-26
AT208384,HAN,SYD,AT,2023-10-26
ME074113,ORD,NBO,ME,2023-10-26
G3476730,SJO,NBO,G3,2023-10-26
VB770531,NAS,DUB,VB,2023-10-26
UA774371,CGK,MEX,UA,2023-10-26
BA011248,GUA,MBJ,BA,2023-10-26
DT728940,PEK,BER,DT,2023-10-26
W6731947,PEK,LPL,W6,2023-10-26
ET868831,TLS,VIE,ET,2023-10-26
TG557202,HAN,WAW,TG,2023-10-26
VN047634,SAL,HND,VN,2023-10-27
B6047565,CGK,DFW,B6,2023-10-27
KL935791,GVA,OSL,KL,2023-10-27
SG836355,EDI,ARN,SG,2023-10-27
OS237960,ZRH,FCO,OS,2023-10-27
ME779123,GVA,HAJ,ME,2023-10-27
KE219281,CHC,ARN,KE,2023-10-27
DT521763,SJO,FRA,DT,2023-10-27
KE886210,SAL,NCL,KE,2023-10-27
NK910897,CGK,MBJ,NK,2023-10-27
PX630618,HAM,ATL,PX,2023-10-27
MS552338,TLS,CHC,MS,2023-10-27
HX894784,CGK,PEK,HX,2023-10-27
KM360188,NCE,MAD,KM,2023-10-27
AC656712,WLG,ICN,AC,2023-10-27
AR512389,NAS,NCL,AR,2023-10-27
J2759254,MEL,CGN,J2,2023-10-27
NH991971,GUA,DOH,NH,2023-10-27
FJ230392,PTY,MEL,FJ,2023-10-27
NH691654,BKK,CPH,NH,2023-10-27
AR084630,GLA,LEJ,AR,2023-10-27
EY425603,MAN,HAV,EY,2023-10-27
FZ478570,MUC,PRG,FZ,2023-10-28
OS100823,YYZ,DUS,OS,2023-10-28
AD369916,BOG,WAW,AD,2023-10-28
B6059344,GRU,DEL,B6,2023-10-28
MS209711,NTE,BOG,MS,2023-10-28
LO028766,CPH,JNB,LO,2023-10-28
GF040369,CWL,SDQ,GF,2023-10-28
AF054100,SGN,HKG,AF,2023-10-28
EW602924,YYZ,BER,EW,2023-10-28
ME588086,BCN,LEJ,ME,2023-10-28
TU425830,SIN,SDQ,TU,2023-10-28
NH111332,STR,MAD,NH,2023-10-28
W6050590,EDI,HAM,W6,2023-10-28
GF016059,PEK,BOM,GF,2023-10-28
MK486361,KEF,BFS,MK,2023-10-28
AY144028,NUE,MAN,AY,2023-10-28
KL247742,MEX,BSL,KL,2023-10-28
SQ275435,BOG,DEN,SQ,2023-10-28
VB507442,PEK,ORD,VB,2023-10-28
GA322409,AMS,HAM,GA,2023-10-28
KM934193,LIM,DXB,KM,2023-10-28
AD250576,ATL,WAW,AD,2023-10-28
LH710010,EDI,CPH,LH,2023-10-28
VN585867,NCE,NAS,VN,2023-10-28
WS475262,GIG,ICN,WS,2023-10-28
W6667009,DFW,CWL,W6,2023-10-28
EW087870,LEJ,MXP,EW,2023-10-28
EY596864,POS,MRS,EY,2023-10-28
A3088161,MAD,BUD,A3,2023-10-28
HY105306,BOM,PEK,HY,2023-10-28
AA198941,ATL,NCL,AA,2023-10-28
DT193400,CGN,GRU,DT,2023-10-28
TU832160,DUS,NCE,TU,2023-10-28
TK609892,JNB,MBJ,TK,2023-10-29
TS970223,HAM,BFS,TS,2023-10-29
J2160183,AMS,STR,J2,2023-10-29
AY140891,LAX,GLA,AY,2023-10-29
BA349564,POS,BER,BA,2023-10-29
SG619717,MNL,HEL,SG,2023-10-29
TS439265,DFW,MNL,TS,2023-10-29
WY831085,ORD,BCN,WY,2023-10-29
PR393467,MXP,MNL,PR,2023-10-29
WN459673,CGN,GIG,WN,2023-10-29
KE540646,GUA,CPH,KE,2023-10-29
MK969427,PRG,SDQ,MK,2023-10-29
NZ738933,CAI,SAL,NZ,2023-10-29
DT923040,CAI,HAJ,DT,2023-10-29
TS786318,LIS,BRS,TS,2023-10-29
OS364694,BSB,FRA,OS,2023-10-29
WN292890,LPL,WLG,WN,2023-10-29
CA026973,BER,BOG,CA,2023-10-29
BA140255,SAL,PUJ,BA,2023-10-29
U2112020,MAN,IST,U2,2023-10-29
OB372506,PUJ,CPH,OB,2023-10-29
NZ861744,IST,NTE,NZ,2023-10-29
B6556835,HAV,CGK,B6,2023-10-29
AM135760,SGN,CAI,AM,2023-10-29
EY705045,SGN,OSL,EY,2023-10-29
FJ111085,FRA,NCE,FJ,2023-10-29
JU130717,MAD,DUB,JU,2023-10-29
AA054243,MBJ,CGK,AA,2023-10-30
KQ188438,BSB,VIE,KQ,2023-10-30
OZ575565,LYS,BUD,OZ,2023-10-30
OB945105,CWL,DUS,OB,2023-10-30
HY465538,MEL,GRU,HY,2023-10-30
SK165741,PEK,BKK,SK,2023-10-30
EI141649,SIN,SYD,EI,2023-10-30
A3365707,GVA,BER,A3,2023-10-30
VN429177,DOH,STR,VN,2023-10-30
HU936437,LIS,HAV,HU,2023-10-30
KL010700,MNL,DOH,KL,2023-10-30
VN261899,ATL,NBO,VN,2023-10-30
AI434492,SJO,BHX,AI,2023-10-30
AR868031,CWL,BOM,AR,2023-10-30
WN994565,MRS,MNL,WN,2023-10-30
B6755150,BHX,DUS,B6,2023-10-30
KE663617,NAS,EZE,KE,2023-10-30
OS080061,PTY,PUJ,OS,2023-10-30
AT908122,HAJ,BHX,AT,2023-10-30
J2694086,DFW,BFS,J2,2023-10-30
F9137570,MAD,TLS,F9,2023-10-31
TK342965,WLG,PUJ,TK,2023-10-31
AD259693,ATH,DUB,AD,2023-10-31
JA961863,PRG,HEL,JA,2023-10-31
BA572890,FCO,BFS,BA,2023-10-31
FJ863885,KEF,LHR,FJ,2023-10-31
VN705336,ATL,BKK,VN,2023-10-31
SG010074,EZE,HAM,SG,2023-10-31
SG295999,ORD,KIN,SG,2023-10-31
AS066737,LBA,KIN,AS,2023-10-31
H2620868,TLS,NCE,H2,2023-10-31
KC124465,BSL,CWL,KC,2023-10-31
CZ131934,HAV,OSL,CZ,2023-10-31
HU737506,LIM,ARN,HU,2023-10-31
JU909987,DUS,CGK,JU,2023-10-31
GF884822,HAV,OSL,GF,2023-10-31
MU649808,SCL,NTE,MU,2023-10-31
ME591804,FRA,DOH,ME,2023-10-31
EY749882,ARN,CGK,EY,2023-10-31
RJ561776,MNL,ARN,RJ,2023-10-31
SA654435,HAV,GIG,SA,2023-10-31
6E473352,ORD,VIE,6E,2023-10-31
UK461696,MEX,ZRH,UK,2023-10-31
CX981206,BKK,JNB,CX,2023-10-31
AH329409,PRG,BSB,AH,2023-11-01
SV989687,DOH,LEJ,SV,2023-11-01
DT507181,TLS,BHX,DT,2023-11-01
OZ663860,NCL,CPH,OZ,2023-11-01
JU164944,NCE,MBJ,JU,2023-11-01
SK557528,ORD,CPH,SK,2023-11-01
SK765498,BRU,GRU,SK,2023-11-01
OZ150170,LBA,NAS,OZ,2023-11-01
6E240405,MRS,BER,6E,2023-11-01
DL481420,LHR,ATH,DL,2023-11-01
PX172102,CGN,LBA,PX,2023-11-01
TG362894,GVA,MUC,TG,2023-11-01
HX749784,ARN,MEX,HX,2023-11-01
BT270801,AMS,FRA,BT,2023-11-01
VS930334,POS,BOG,VS,2023-11-01
RJ306716,BCN,ICN,RJ,2023-11-01
Y4712085,MAN,DEN,Y4,2023-11-01
FR928965,BER,CWL,FR,2023-11-01
EK838916,MBJ,CWL,EK,2023-11-01
SV621606,ATL,KEF,SV,2023-11-01
JL124699,LHR,BER,JL,2023-11-02
EI567976,SIN,NBO,EI,2023-11-02
TP407303,BRU,BER,TP,2023-11-02
6E949301,EDI,HEL,6E,2023-11-02
AC278749,NCL,SCL,AC,2023-11-02
OS153527,NAS,TLS,OS,2023-11-02
A3611228,ORD,SYD,A3,2023-11-02
ET457577,PTY,NTE,ET,2023-11-02
TS051166,BSB,GVA,TS,2023-11-02
AH482124,NCE,CHC,AH,2023-11-02
QH805402,NAS,VIE,QH,2023-11-02
LA130731,HAN,NBO,LA,2023-11-02
VB019892,MAD,POS,VB,2023-11-02
WN023362,FCO,GRU,WN,2023-11-02
W6763510,BER,HKG,W6,2023-11-02
NZ701401,WAW,DXB,NZ,2023-11-02
KM362585,LYS,SCL,KM,2023-11-02
A3038189,ARN,PTY,A3,2023-11-02
AS599040,ORD,CDG,AS,2023-11-02
AV893686,MEX,LAX,AV,2023-11-03
QF089221,BRU,BSB,QF,2023-11-03
TS841913,EDI,NAS,TS,2023-11-03
U2413649,CAI,HAN,U2,2023-11-03
TP310194,LEJ,CPT,TP,2023-11-03
6E724147,CDG,SYD,6E,2023-11-03
EY199278,SIN,BRU,EY,2023-11-03
LH851265,HND,GRU,LH,2023-11-03
B6915194,LIS,ATH,B6,2023-11-03
SG297501,FRA,NAS,SG,2023-11-03
AV845725,CWL,BOG,AV,2023-11-03
HU089673,LYS,MXP,HU,2023-11-03
EW012388,SCL,MRS,EW,2023-11-03
WY586170,EDI,BKK,WY,2023-11-03
AH729579,BER,BOG,AH,2023-11-03
VA368024,GUA,LHR,VA,2023-11-04
FI331618,NAS,BSL,FI,2023-11-04
MU716562,GVA,TLS,MU,2023-11-04
G3153298,BHX,DUB,G3,2023-11-04
6E750970,CAI,DXB,6E,2023-11-04
G3632820,ATL,DFW,G3,2023-11-04
LO038601,ARN,EZE,LO,2023-11-04
MU241245,HEL,ATL,MU,2023-11-04
AF489727,DOH,BKK,AF,2023-11-04
WY558198,DFW,GUA,WY,2023-11-04
FZ668779,BUD,CAI,FZ,2023-11-04
VN125577,PTY,MXP,VN,2023-11-04
UA112512,FRA,MBJ,UA,2023-11-04
CA289485,OSL,TLS,CA,2023-11-04
OB567939,SYD,PEK,OB,2023-11-04
MU947436,DEN,CPT,MU,2023-11-04
DT295944,SIN,NTE,DT,2023-11-04
TG762083,SCL,MAN,TG,2023-11-05
OB149758,ICN,STR,OB,2023-11-05
TU077460,HAV,MAN,TU,2023-11-05
VN887985,NCL,IST,VN,2023-11-05
U2624315,SIN,SYD,U2,2023-11-05
VN205120,DUS,SAL,VN,2023-11-05
JU712532,GRU,EZE,JU,2023-11-05
TP145100,SAL,MAN,TP,2023-11-05
CA317925,SYD,HEL,CA,2023-11-05
DT972252,GRU,DFW,DT,2023-11-05
LO776713,MRS,AKL,LO,2023-11-05
PX164808,MRS,HKG,PX,2023-11-05
GF675386,DOH,LHR,GF,2023-11-05
DL559663,JNB,MEL,DL,2023-11-05
A3935278,ORD,DOH,A3,2023-11-05
FZ145262,LAX,FCO,FZ,2023-11-05
AY530599,KEF,DUS,AY,2023-11-05
KE949238,MEX,PEK,KE,2023-11-06
EI067021,AMS,MEL,EI,2023-11-06
J2809216,HAV,AKL,J2,2023-11-06
AR303179,SAL,BRU,AR,2023-11-06
QH500853,SJO,LPL,QH,2023-11-06
BT425146,VIE,NAS,BT,2023-11-06
SQ678538,LIS,GIG,SQ,2023-11-06
CX622407,TLS,SGN,CX,2023-11-06
G3816853,MNL,HKG,G3,2023-11-06
DL088296,BSL,EDI,DL,2023-11-06
AT320251,FCO,ATH,AT,2023-11-06
MU107825,LAX,NTE,MU,2023-11-06
ME952102,VIE,ARN,ME,2023-11-06
OS688673,LPL,PEK,OS,2023-11-06
PX754406,DEL,BHX,PX,2023-11-06
HX949008,HAN,AKL,HX,2023-11-06
J2343352,WAW,SDQ,J2,2023-11-06
BT800434,CPT,CGN,BT,2023-11-06
DL056851,OSL,ORD,DL,2023-11-07
KE382619,LHR,BFS,KE,2023-11-07
FZ716860,ATL,SCL,FZ,2023-11-07
OS182018,GIG,HAJ,OS,2023-11-07
JU375191,SIN,GLA,JU,2023-11-07
VA141166,VIE,BRU,VA,2023-11-07
DT626165,BER,STR,DT,2023-11-07
UA366043,NUE,ATH,UA,2023-11-07
AI607029,ARN,BRS,AI,2023-11-07
NZ187420,LAX,NTE,NZ,2023-11-07
LH252741,DUB,CGK,LH,2023-11-07
EW037233,DUB,HND,EW,2023-11-07
LH998823,BOD,IST,LH,2023-11-07
AR020299,BUD,CGN,AR,2023-11-07
LA234909,LAX,MAN,LA,2023-11-07
AC817915,HAM,BOD,AC,2023-11-07
FI226476,HAM,HEL,FI,2023-11-07
UL815591,POS,BFS,UL,2023-11-07
PR194187,BFS,CWL,PR,2023-11-08
QH634651,LIM,VIE,QH,2023-11-08
AI572580,HND,HAN,AI,2023-11-08
AV096986,VIE,BOD,AV,2023-11-08
CX984230,LAX,HKG,CX,2023-11-08
